ticker,cik,company_name,sic_code,sic_description,classification,classification_reason,fiscal_year_end,entity_type,exchanges,business_address
"OVV","0001792580","Ovintiv Inc. (DE)","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""NYSE""]","{""street1"":""SUITE 1700"",""street2"":""370 - 17 STREET"",""city"":""DENVER"",""stateOrCountry"":""CO"",""zipCode"":null,""stateOrCountryDescription"":""CO"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"OXY","0000797468","Occidental Petroleum Corporation Common Stock","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""NYSE"",""NYSE""]","{""street1"":""5 GREENWAY PLAZA"",""street2"":""SUITE 110"",""city"":""HOUSTON"",""stateOrCountry"":""TX"",""zipCode"":""77046"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"PAA","0001070423","Plains All American Pipeline L.P. Common Units representing Limited Partner Interests","4610","Pipe Lines (No Natural Gas)","Diversified Utility","Extended SIC 4610 + Keywords: natural gas","1231","operating","[""Nasdaq"",""OTC""]","{""street1"":""333 CLAY STREET"",""street2"":""SUITE 1600"",""city"":""HOUSTON"",""stateOrCountry"":""TX"",""zipCode"":""77002"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"PAGP","0001581990","Plains GP Holdings L.P. Class A Units representing Limited Partner Interests","4610","Pipe Lines (No Natural Gas)","Diversified Utility","Extended SIC 4610 + Keywords: natural gas","1231","operating","[""Nasdaq""]","{""street1"":""333 CLAY ST"",""street2"":""SUITE 1600"",""city"":""HOUSTON"",""stateOrCountry"":""TX"",""zipCode"":""77002"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"PAM","0001469395","Pampa Energia S.A.","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","1231","other","[""NYSE"",""OTC""]","{""street1"":""MAIPU 1"",""street2"":null,""city"":""CITY OF BUENOS AIRES"",""stateOrCountry"":""C1"",""zipCode"":""C1084ABA"",""stateOrCountryDescription"":""Argentina"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"PARR","0000821483","Par Pacific Holdings Inc.  Common Stock","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""NYSE""]","{""street1"":""825 TOWN & COUNTRY LANE"",""street2"":""SUITE 1500"",""city"":""HOUSTON"",""stateOrCountry"":""TX"",""zipCode"":""77024"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"PBR","0001119639","Petroleo Brasileiro S.A. Petrobras ADS","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","other","[""NYSE"",""NYSE""]","{""street1"":""AVENIDA REPUBLICA DO CHILE 65"",""street2"":null,""city"":""RIO DE JANERIO RJ BR"",""stateOrCountry"":""D5"",""zipCode"":""20035-900"",""stateOrCountryDescription"":""Brazil"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"PCG","0001004980","Pacific Gas & Electric Co. Common Stock","4931","Electric & Other Services Combined","Electric & Other Services Combined","Primary Utility SIC 4931: Electric & Other Services Combined","1231","operating","[""NYSE"",""NYSE"",""NYSE"",""NYSE"",""NYSE"",""NYSE"",""NYSE"",""NYSE"",""NYSE"",""NYSE""]","{""street1"":""300 LAKESIDE DRIVE"",""street2"":null,""city"":""OAKLAND"",""stateOrCountry"":""CA"",""zipCode"":""94612"",""stateOrCountryDescription"":""CA"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"PCYO","0000276720","Pure Cycle Corporation Common Stock","4941","Water Supply","Diversified Utility","Extended SIC 4941 + Keywords: water, water supply","0831","operating","[""Nasdaq""]","{""street1"":""34501 E. QUINCY AVE"",""street2"":""BLDG. 34"",""city"":""WATKINS"",""stateOrCountry"":""CO"",""zipCode"":""80137"",""stateOrCountryDescription"":""CO"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"PED","0001141197","Pedevco Corp. Common Stock","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""NYSE""]","{""street1"":""575 N. DAIRY ASHFORD"",""street2"":""ENERGY CENTER II, SUITE 210"",""city"":""HOUSTON"",""stateOrCountry"":""TX"",""zipCode"":""77079"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"PEG","0000788784","Public Service Enterprise Group Incorporated Common Stock","4931","Electric & Other Services Combined","Electric & Other Services Combined","Primary Utility SIC 4931: Electric & Other Services Combined","1231","operating","[""NYSE""]","{""street1"":""CORPORATE ACCOUNTING SERVICES"",""street2"":""80 PARK PLAZA, 9TH FLOOR"",""city"":""NEWARK"",""stateOrCountry"":""NJ"",""zipCode"":""07102-4194"",""stateOrCountryDescription"":""NJ"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"PLPC","0000080035","Preformed Line Products Company Common Stock","1623","Water, Sewer, Pipeline, Comm & Power Line Construction","Utility (Keyword Match)","Strong keyword indicators: power, water, sewer, pipeline","1231","operating","[""Nasdaq""]","{""street1"":""P.O. BOX 91129"",""street2"":null,""city"":""CLEVELAND"",""stateOrCountry"":""OH"",""zipCode"":""44101"",""stateOrCountryDescription"":""OH"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"PNRG","0000056868","PrimeEnergy Resources Corporation Common Stock","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""Nasdaq""]","{""street1"":""9821 KATY FREEWAY"",""street2"":""SUITE 1050"",""city"":""HOUSTON"",""stateOrCountry"":""TX"",""zipCode"":""77024"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"PNW","0000764622","Pinnacle West Capital Corporation Common Stock","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","1231","operating","[""NYSE""]","{""street1"":""400 NORTH FIFTH STREET"",""street2"":""MS 8695"",""city"":""PHOENIX"",""stateOrCountry"":""AZ"",""zipCode"":""85004"",""stateOrCountryDescription"":""AZ"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"POR","0000784977","Portland General Electric Co Common Stock","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","1231","operating","[""NYSE""]","{""street1"":""121 SW SALMON ST"",""street2"":""1WTC0501"",""city"":""PORTLAND"",""stateOrCountry"":""OR"",""zipCode"":""97204"",""stateOrCountryDescription"":""OR"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"PPL","0000922224","PPL Corporation Common Stock","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","1231","operating","[""NYSE""]","{""street1"":""TWO N NINTH ST"",""street2"":null,""city"":""ALLENTOWN"",""stateOrCountry"":""PA"",""zipCode"":""18101-1179"",""stateOrCountryDescription"":""PA"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"PR","0001658566","Permian Resources Corporation Class A Common Stock","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""NYSE""]","{""street1"":""300 N. MARIENFELD ST."",""street2"":""SUITE 1000"",""city"":""MIDLAND"",""stateOrCountry"":""TX"",""zipCode"":""79701"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"PRIM","0001361538","Primoris Services Corporation Common Stock","1623","Water, Sewer, Pipeline, Comm & Power Line Construction","Utility (Keyword Match)","Strong keyword indicators: power, water, sewer, pipeline","1231","operating","[""NYSE""]","{""street1"":""2300 N. FIELD STREET, SUITE 1900"",""street2"":null,""city"":""DALLAS"",""stateOrCountry"":""TX"",""zipCode"":""75201"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"PROP","0001162896","Prairie Operating Co. Common Stock","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""Nasdaq""]","{""street1"":""55 WAUGH DRIVE"",""street2"":""SUITE 400"",""city"":""HOUSTON"",""stateOrCountry"":""TX"",""zipCode"":""77007"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"PRT","0001724009","PermRock Royalty Trust Trust Units","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""NYSE""]","{""street1"":""ARGENT TRUST COMPANY, TRUSTEE"",""street2"":""3838 OAK LAWN AVENUE, SUITE 1720"",""city"":""DALLAS"",""stateOrCountry"":""TX"",""zipCode"":""75219"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"PVL","0001520048","Permianville Royalty Trust Trust Units ","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""NYSE""]","{""street1"":""601 TRAVIS STREET, FLOOR 16"",""street2"":null,""city"":""HOUSTON"",""stateOrCountry"":""TX"",""zipCode"":""77002"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"REI","0001384195","Ring Energy Inc. Common Stock","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""NYSE""]","{""street1"":""1725 HUGHES LANDING BLVD."",""street2"":""SUITE 900"",""city"":""THE WOODLANDS"",""stateOrCountry"":""TX"",""zipCode"":""77380"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"REPX","0001001614","Riley Exploration Permian Inc. Common Stock","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""NYSE""]","{""street1"":""29 E. RENO AVENUE"",""street2"":""SUITE 500"",""city"":""OKLAHOMA CITY"",""stateOrCountry"":""OK"",""zipCode"":""73104"",""stateOrCountryDescription"":""OK"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"RGCO","0001069533","RGC Resources Inc. Common Stock","4923","Natural Gas Transmisison & Distribution","Natural Gas Transmission & Distribution","Primary Utility SIC 4923: Natural Gas Transmisison & Distribution","0930","operating","[""Nasdaq""]","{""street1"":""519 KIMBALLAVENUE N.E."",""street2"":null,""city"":""ROANOKE"",""stateOrCountry"":""VA"",""zipCode"":""24016"",""stateOrCountryDescription"":""VA"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"RKDA","0001469443","Arcadia Biosciences Inc. Common Stock","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""Nasdaq""]","{""street1"":""202 COUSTEAU PLACE"",""street2"":""SUITE 105"",""city"":""DAVIS"",""stateOrCountry"":""X1"",""zipCode"":""95618"",""stateOrCountryDescription"":""United States"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"RNW","0001848763","ReNew Energy Global plc Class A Ordinary Shares","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","0331","other","[""Nasdaq"",""Nasdaq""]","{""street1"":""C/O RENEW POWER, COMMERCIAL BLOCK-1"",""street2"":""ZONE 6, GOLF COURSE RD, DLF CITY PHASE-V"",""city"":""GURUGRAM-HARYANA"",""stateOrCountry"":""K7"",""zipCode"":""122009"",""stateOrCountryDescription"":""India"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"RNWWW","0001848763","ReNew Energy Global plc Warrant","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","0331","other","[""Nasdaq"",""Nasdaq""]","{""street1"":""C/O RENEW POWER, COMMERCIAL BLOCK-1"",""street2"":""ZONE 6, GOLF COURSE RD, DLF CITY PHASE-V"",""city"":""GURUGRAM-HARYANA"",""stateOrCountry"":""K7"",""zipCode"":""122009"",""stateOrCountryDescription"":""India"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"RRC","0000315852","Range Resources Corporation Common Stock","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""NYSE""]","{""street1"":""100 THROCKMORTON  STE. 1200"",""street2"":null,""city"":""FT WORTH"",""stateOrCountry"":""TX"",""zipCode"":""76102"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"SBS","0001170858","Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares)","4941","Water Supply","Diversified Utility","Extended SIC 4941 + Keywords: water, water supply","1231","other","[""NYSE""]","{""street1"":""RUA COSTA CARVALHO, 300"",""street2"":""SAO PAULO"",""city"":""SP"",""stateOrCountry"":""D5"",""zipCode"":""05429-900"",""stateOrCountryDescription"":""Brazil"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"SD","0001349436","SandRidge Energy Inc. Common Stock","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""NYSE""]","{""street1"":""1 E. SHERIDAN AVE"",""street2"":""SUITE 500"",""city"":""OKLAHOMA CITY"",""stateOrCountry"":""OK"",""zipCode"":""73104"",""stateOrCountryDescription"":""OK"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"SHEL","0001306965","Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares) ","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","other","[""NYSE"",""OTC""]","{""street1"":""SHELL CENTRE"",""street2"":""2 YORK ROAD"",""city"":""LONDON"",""stateOrCountry"":""X0"",""zipCode"":""SE1 7NA"",""stateOrCountryDescription"":""United Kingdom"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"SKK","0001991261","SKK Holdings Limited Ordinary Shares","1623","Water, Sewer, Pipeline, Comm & Power Line Construction","Utility (Keyword Match)","Strong keyword indicators: power, water, sewer, pipeline","1231","other","[""Nasdaq""]","{""street1"":""27 FIRST LOK YANG ROAD"",""street2"":null,""city"":""SINGAPORE"",""stateOrCountry"":""U0"",""zipCode"":""629735"",""stateOrCountryDescription"":""Singapore"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"SLNG","0001043186","Stabilis Solutions Inc. Common Stock","4924","Natural Gas Distribution","Natural Gas Distribution","Primary Utility SIC 4924: Natural Gas Distribution","1231","operating","[""Nasdaq""]","{""street1"":""11750 KATY FREEWAY"",""street2"":""SUITE 900"",""city"":""HOUSTON"",""stateOrCountry"":""TX"",""zipCode"":""77079"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"SM","0000893538","SM Energy Company Common Stock","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""NYSE""]","{""street1"":""1700 LINCOLN STREET"",""street2"":""SUITE 3200"",""city"":""DENVER"",""stateOrCountry"":""CO"",""zipCode"":""80203"",""stateOrCountryDescription"":""CO"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"SMC","0002024218","Summit Midstream Corporation Common Stock","4922","Natural Gas Transmission","Natural Gas Transmission","Primary Utility SIC 4922: Natural Gas Transmission","1231","operating","[""NYSE""]","{""street1"":""910 LOUISIANA STREET, SUITE 4200"",""street2"":null,""city"":""HOUSTON"",""stateOrCountry"":""TX"",""zipCode"":""77002"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"SO","0000092122","Southern Company (The) Common Stock","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","1231","operating","[""NYSE"",""NYSE"",""NYSE"",""NYSE"",""NYSE""]","{""street1"":""30 IVAN ALLEN JR. BLVD., N.W."",""street2"":null,""city"":""ATLANTA"",""stateOrCountry"":""GA"",""zipCode"":""30308"",""stateOrCountryDescription"":""GA"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"SOBO","0002019061","South Bow Corporation Common Shares","4610","Pipe Lines (No Natural Gas)","Diversified Utility","Extended SIC 4610 + Keywords: natural gas","1231","other","[""NYSE""]","{""street1"":""707 5 STREET SW, SUITE 900"",""street2"":null,""city"":""CALGARY, ALBERTA"",""stateOrCountry"":""Z4"",""zipCode"":""T2P 1V8"",""stateOrCountryDescription"":""Canada (Federal Level)"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"SOC","0001831481","Sable Offshore Corp. Common Stock","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""NYSE""]","{""street1"":""845 TEXAS AVENUE"",""street2"":""SUITE 2920"",""city"":""HOUSTON"",""stateOrCountry"":""TX"",""zipCode"":""77002"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"SOJC","0000092122","Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1 2077","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","1231","operating","[""NYSE"",""NYSE"",""NYSE"",""NYSE"",""NYSE""]","{""street1"":""30 IVAN ALLEN JR. BLVD., N.W."",""street2"":null,""city"":""ATLANTA"",""stateOrCountry"":""GA"",""zipCode"":""30308"",""stateOrCountryDescription"":""GA"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"SOJD","0000092122","Southern Company (The) Series 2020A 4.95% Junior Subordinated Notes due January 30 2080","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","1231","operating","[""NYSE"",""NYSE"",""NYSE"",""NYSE"",""NYSE""]","{""street1"":""30 IVAN ALLEN JR. BLVD., N.W."",""street2"":null,""city"":""ATLANTA"",""stateOrCountry"":""GA"",""zipCode"":""30308"",""stateOrCountryDescription"":""GA"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"SOJE","0000092122","Southern Company (The) Series 2020C 4.20% Junior Subordinated Notes due October 15 2060","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","1231","operating","[""NYSE"",""NYSE"",""NYSE"",""NYSE"",""NYSE""]","{""street1"":""30 IVAN ALLEN JR. BLVD., N.W."",""street2"":null,""city"":""ATLANTA"",""stateOrCountry"":""GA"",""zipCode"":""30308"",""stateOrCountryDescription"":""GA"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"SOJF","0000092122","Southern Company (The) Series 2025A 6.50% Junior Subordinated Notes due March 15 2085","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","1231","operating","[""NYSE"",""NYSE"",""NYSE"",""NYSE"",""NYSE""]","{""street1"":""30 IVAN ALLEN JR. BLVD., N.W."",""street2"":null,""city"":""ATLANTA"",""stateOrCountry"":""GA"",""zipCode"":""30308"",""stateOrCountryDescription"":""GA"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"SOL","0001417892","Emeren Group Ltd American Depositary Shares each representing 10 shares","4931","Electric & Other Services Combined","Electric & Other Services Combined","Primary Utility SIC 4931: Electric & Other Services Combined","1231","operating","[""NYSE""]","{""street1"":""149 WATER STREET, SUITE 302"",""street2"":null,""city"":""NORWALK"",""stateOrCountry"":""CT"",""zipCode"":""06854"",""stateOrCountryDescription"":""CT"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"SPRU","0001772720","Spruce Power Holding Corporation Class A Common Stock","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","1231","operating","[""NYSE""]","{""street1"":""2000 S COLORADO BLVD"",""street2"":""SUITE 2-825"",""city"":""DENVER"",""stateOrCountry"":""CO"",""zipCode"":""80222"",""stateOrCountryDescription"":""CO"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"SR","0001126956","Spire Inc. Common Stock","4924","Natural Gas Distribution","Natural Gas Distribution","Primary Utility SIC 4924: Natural Gas Distribution","0930","operating","[""NYSE"",""NYSE""]","{""street1"":""700 MARKET STREET"",""street2"":null,""city"":""ST LOUIS"",""stateOrCountry"":""MO"",""zipCode"":""63101"",""stateOrCountryDescription"":""MO"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"SRE","0001032208","DBA Sempra Common Stock","4932","Gas & Other Services Combined","Gas & Other Services Combined","Primary Utility SIC 4932: Gas & Other Services Combined","1231","operating","[""NYSE"",""NYSE""]","{""street1"":""488 8TH AVENUE"",""street2"":null,""city"":""SAN DIEGO"",""stateOrCountry"":""CA"",""zipCode"":""92101"",""stateOrCountryDescription"":""CA"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"SREA","0001032208","DBA Sempra 5.750% Junior Subordinated Notes due 2079","4932","Gas & Other Services Combined","Gas & Other Services Combined","Primary Utility SIC 4932: Gas & Other Services Combined","1231","operating","[""NYSE"",""NYSE""]","{""street1"":""488 8TH AVENUE"",""street2"":null,""city"":""SAN DIEGO"",""stateOrCountry"":""CA"",""zipCode"":""92101"",""stateOrCountryDescription"":""CA"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"SSL","0000314590","Sasol Ltd. American Depositary Shares","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","0630","other","[""NYSE"",""OTC""]","{""street1"":""50 KATHERINE STREET SANDTON"",""street2"":""SANDTON"",""city"":""JOHANNESBURG"",""stateOrCountry"":""T3"",""zipCode"":""2196"",""stateOrCountryDescription"":""South Africa"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"STR","0001949543","Sitio Royalties Corp. Class A Common Stock","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""NYSE""]","{""street1"":""1401 LAWRENCE STREET"",""street2"":""SUITE 1750"",""city"":""DENVER"",""stateOrCountry"":""CO"",""zipCode"":""80202"",""stateOrCountryDescription"":""CO"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"SUUN","0002011053","SolarBank Corporation Common Stock","4931","Electric & Other Services Combined","Electric & Other Services Combined","Primary Utility SIC 4931: Electric & Other Services Combined","0630","other","[""Nasdaq""]","{""street1"":""505 CONSUMERS ROAD"",""street2"":""SUITE 803"",""city"":""TORONTO"",""stateOrCountry"":""A6"",""zipCode"":""M2J 4V8"",""stateOrCountryDescription"":""Ontario, Canada"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"SWX","0001692115","Southwest Gas Holdings Inc. Common Stock (DE)","4923","Natural Gas Transmisison & Distribution","Natural Gas Transmission & Distribution","Primary Utility SIC 4923: Natural Gas Transmisison & Distribution","1231","operating","[""NYSE""]","{""street1"":""C/O SOUTHWEST GAS CORPORATION"",""street2"":""8360 S. DURANGO DRIVE"",""city"":""LAS VEGAS"",""stateOrCountry"":""NV"",""zipCode"":""89113"",""stateOrCountryDescription"":""NV"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"TAC","0001144800","TransAlta Corporation Ordinary Shares","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","1231","other","[""NYSE"",""OTC"",""OTC"",""OTC""]","{""street1"":""TRANSALTA PLACE"",""street2"":""1400, 1100 - 1ST STREET S.E."",""city"":""CALGARY"",""stateOrCountry"":""A0"",""zipCode"":""T2G 1B1"",""stateOrCountryDescription"":""Alberta, Canada"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"TALO","0001724965","Talos Energy Inc. Common Stock","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""NYSE""]","{""street1"":""333 CLAY STREET"",""street2"":""SUITE 3300"",""city"":""HOUSTON"",""stateOrCountry"":""TX"",""zipCode"":""77002"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"TBN","0001997652","Tamboran Resources Corporation Common stock","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","0630","operating","[""NYSE"",""OTC""]","{""street1"":""LEVEL 39, SUITE 1, TOWER ONE"",""street2"":""100 BARANGAROO AVENUE"",""city"":""BARANGAROO"",""stateOrCountry"":""C3"",""zipCode"":""2000"",""stateOrCountryDescription"":""Australia"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"TGS","0000931427","Transportadora de Gas del Sur SA TGS Common Stock","4922","Natural Gas Transmission","Natural Gas Transmission","Primary Utility SIC 4922: Natural Gas Transmission","1231","other","[""NYSE""]","{""street1"":""CECILIA GRIERSON 355 26TH FLR"",""street2"":""1107 CAPITAL FEDERAL"",""city"":""ARGENTINA"",""stateOrCountry"":""C1"",""zipCode"":""00000"",""stateOrCountryDescription"":""Argentina"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"TLN","0001622536","Talen Energy Corporation Common Stock","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","1231","operating","[""Nasdaq""]","{""street1"":""2929 ALLEN PKWY, SUITE 2200"",""street2"":null,""city"":""HOUSTON"",""stateOrCountry"":""TX"",""zipCode"":""77019"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"TPET","0001898766","Trio Petroleum Corp. Common Stock","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1031","operating","[""NYSE""]","{""street1"":""5401 BUSINESS PARK, SUITE 115"",""street2"":null,""city"":""BAKERSFIELD"",""stateOrCountry"":""CA"",""zipCode"":""93309"",""stateOrCountryDescription"":""CA"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"TRGP","0001389170","Targa Resources Inc. Common Stock","4922","Natural Gas Transmission","Natural Gas Transmission","Primary Utility SIC 4922: Natural Gas Transmission","1231","operating","[""NYSE""]","{""street1"":""TARGA RESOURCES PARTNERS LP"",""street2"":""1000 LOUISIANA STREET, SUITE 4300"",""city"":""HOUSTON"",""stateOrCountry"":""TX"",""zipCode"":""77002"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
